#bin	swScore	milliDiv	milliDel	milliIns	genoName	genoStart	genoEnd	genoLeft	strand	repName	repClass	repFamily	repStart	repEnd	repLeft	id
979	342	303	8	32	chr6	51670952	51671078	-28971172	+	MIR3	SINE	MIR	65	181	-27	7
979	246	311	53	107	chr6	51674180	51674275	-28967975	+	MER5A	DNA	MER1_type	2	92	-97	7
979	324	48	0	0	chr6	51674275	51674317	-28967933	+	(CA)n	Simple_repeat	Simple_repeat	1	42	0	7
979	246	311	53	107	chr6	51674317	51674390	-28967860	+	MER5A	DNA	MER1_type	93	161	-28	7
979	207	0	0	0	chr6	51674393	51674416	-28967834	+	(A)n	Simple_repeat	Simple_repeat	1	23	0	7
979	841	175	11	11	chr6	51674793	51674972	-28967278	-	MER104	DNA	Tc2	-1	179	1	7
979	388	318	58	69	chr6	51676214	51676430	-28965820	+	MIRb	SINE	MIR	30	237	-31	7
979	310	336	32	108	chr6	51676436	51676798	-28965452	-	L2	LINE	L2	-4	3415	3038	7
979	24	0	0	0	chr6	51678767	51678791	-28963459	+	AT_rich	Low_complexity	Low_complexity	1	24	0	7
979	296	48	0	23	chr6	51678803	51678846	-28963404	+	(TAA)n	Simple_repeat	Simple_repeat	3	44	0	7
979	222	327	30	102	chr6	51678922	51678953	-28963297	-	MIRb	SINE	MIR	-77	191	163	7
979	1892	199	87	40	chr6	51678953	51679449	-28962801	-	LTR53	LTR	ERVL	0	519	1	7
979	222	327	30	102	chr6	51679449	51679584	-28962666	-	MIRb	SINE	MIR	-106	162	37	7
979	2125	193	67	47	chr6	51679733	51680108	-28962142	+	MLT1D	LTR	MaLR	1	384	-121	7
979	931	183	68	39	chr6	51680108	51680313	-28961937	-	SINEC_c2	SINE	Lys	0	212	2	7
979	2125	193	67	47	chr6	51680313	51680432	-28961818	+	MLT1D	LTR	MaLR	385	505	0	7
979	212	340	30	40	chr6	51680981	51681082	-28961168	+	L2	LINE	L2	3279	3378	0	7
979	1231	134	0	0	chr6	51681134	51681313	-28960937	-	SINEC_a1	SINE	Lys	0	179	1	7
979	183	364	0	0	chr6	51681484	51681539	-28960711	-	L4	LINE	RTE	-420	1540	1486	7
979	686	283	18	0	chr6	51681657	51681823	-28960427	+	MER45A	DNA	Tip100	6	174	-4	7
979	342	342	37	34	chr6	51681923	51682113	-28960137	-	L2	LINE	L2	-138	3281	3092	7
979	887	154	15	99	chr6	51683395	51683597	-28958653	-	SINEC_b2	SINE	Lys	-8	186	2	7
979	486	209	19	2	chr6	51683635	51683752	-28958498	-	L1M5	LINE	L1	-2540	3905	3558	7
979	995	248	81	0	chr6	51683756	51683840	-28958410	+	L1ME3	LINE	L1	4523	4614	-1532	7
979	312	70	0	0	chr6	51683840	51683883	-28958367	+	(TG)n	Simple_repeat	Simple_repeat	2	44	0	7
979	995	248	81	0	chr6	51683883	51684096	-28958154	+	L1ME3	LINE	L1	4615	4844	-1302	7
979	1253	317	32	44	chr6	51684169	51684668	-28957582	-	MLT2E	LTR	ERVL	-123	505	13	7
979	1420	221	45	111	chr6	51684690	51684870	-28957380	+	L1ME3	LINE	L1	4853	5021	-1125	7
979	1208	90	0	87	chr6	51684870	51685065	-28957185	-	SINEC_a2	SINE	Lys	-1	178	1	7
979	1420	221	45	111	chr6	51685065	51685443	-28956807	+	L1ME3	LINE	L1	5022	5374	-772	7
979	1470	246	69	77	chr6	51685448	51685958	-28956292	-	MLT1F2	LTR	MaLR	-14	548	43	7
979	934	309	98	11	chr6	51685958	51686435	-28955815	+	L1ME3	LINE	L1	5516	6034	-128	7
979	748	299	148	57	chr6	51686435	51686974	-28955276	+	L2	LINE	L2	2729	3418	-1	7
979	22	35	0	0	chr6	51688248	51688277	-28953973	+	AT_rich	Low_complexity	Low_complexity	1	29	0	7
979	842	159	39	26	chr6	51688591	51688746	-28953504	+	SINEC_c2	SINE	Lys	1	157	-55	7
979	180	0	0	0	chr6	51688751	51688771	-28953479	+	(TAAA)n	Simple_repeat	Simple_repeat	2	21	0	7
979	184	143	119	0	chr6	51689633	51689675	-28952575	-	L2	LINE	L2	-5	3373	3327	7
979	222	314	150	4	chr6	51689811	51689944	-28952306	-	MIR	SINE	MIR	-2	206	40	7
979	26	0	0	0	chr6	51690306	51690332	-28951918	+	AT_rich	Low_complexity	Low_complexity	1	26	0	7
979	724	179	0	0	chr6	51692897	51693009	-28949241	+	SINEC_old	SINE	Lys	1	112	0	7
979	754	329	153	18	chr6	51693157	51693897	-28948353	-	L2	LINE	L2	-4	3415	2461	7
979	1176	83	0	0	chr6	51694704	51694860	-28947390	+	SINEC_a1	SINE	Lys	3	158	-21	7
979	277	194	0	65	chr6	51696339	51696416	-28945834	+	C-rich	Low_complexity	Low_complexity	4	75	0	7
979	23	33	0	0	chr6	51696769	51696799	-28945451	+	GC_rich	Low_complexity	Low_complexity	1	30	0	7
979	21	36	0	0	chr6	51697003	51697031	-28945219	+	GC_rich	Low_complexity	Low_complexity	1	28	0	7
979	1033	103	0	151	chr6	51697164	51697369	-28944881	+	SINEC_Cf2	SINE	Lys	7	180	0	7
979	1187	92	22	22	chr6	51698473	51698651	-28943599	+	SINEC_a2	SINE	Lys	1	178	-1	7
979	1712	275	55	46	chr6	51698664	51699435	-28942815	-	L1ME3B	LINE	L1	-249	5991	5203	7
979	560	27	0	27	chr6	51699435	51699510	-28942740	+	(TTTC)n	Simple_repeat	Simple_repeat	2	74	0	7
979	483	274	75	93	chr6	51699510	51699532	-28942718	-	L1ME3B	LINE	L1	-944	5202	5181	7
979	503	153	423	0	chr6	51699532	51699669	-28942581	-	SINEC_c1	SINE	Lys	-14	195	1	7
979	483	274	75	93	chr6	51699669	51699949	-28942301	-	L1ME3B	LINE	L1	-966	5180	4906	7
979	332	247	68	7	chr6	51699986	51700133	-28942117	-	L1ME3B	LINE	L1	-1779	4367	4212	7
979	1880	211	107	13	chr6	51700163	51700620	-28941630	+	MLT1D	LTR	MaLR	6	505	0	7
979	981	195	87	5	chr6	51701193	51701389	-28940861	-	SINEC_c2	SINE	Lys	0	212	1	7
979	290	341	123	41	chr6	51702560	51702731	-28939519	-	MIR	SINE	MIR	0	262	78	7
979	1639	342	108	27	chr6	51703814	51705181	-28937069	-	L2	LINE	L2	0	3419	1844	7
979	663	285	78	30	chr6	51705186	51705634	-28936616	-	MLT1H	LTR	MaLR	0	562	41	7
979	281	301	50	99	chr6	51705679	51705900	-28936350	-	L2	LINE	L2	-1471	1843	1634	7
979	443	18	0	18	chr6	51707078	51707135	-28935115	+	(TAGA)n	Simple_repeat	Simple_repeat	4	59	0	7
979	189	74	0	0	chr6	51708918	51708945	-28933305	+	(CA)n	Simple_repeat	Simple_repeat	2	28	0	7
979	24	53	0	0	chr6	51709011	51709049	-28933201	+	AT_rich	Low_complexity	Low_complexity	1	38	0	7
979	22	0	0	0	chr6	51709467	51709489	-28932761	+	AT_rich	Low_complexity	Low_complexity	1	22	0	7
979	1043	134	31	36	chr6	51709797	51709990	-28932260	-	SINEC_b2	SINE	Lys	-1	193	2	7
979	380	357	27	5	chr6	51709999	51710185	-28932065	-	LTR67	LTR	ERVL	-14	543	354	7
979	308	285	112	30	chr6	51710392	51710526	-28931724	-	LTR67	LTR	ERVL	-411	146	2	7
979	966	283	119	23	chr6	51710956	51711434	-28930816	-	ERVL-E	LTR	ERVL	-1595	4072	3549	7
979	503	330	97	7	chr6	51711602	51711871	-28930379	-	ERVL-E	LTR	ERVL	-2989	2678	2386	7
979	407	299	24	9	chr6	51712270	51712432	-28929818	-	ERVL-E	LTR	ERVL	-4044	1670	1465	7
979	298	279	89	89	chr6	51712492	51712661	-28929589	+	MIR	SINE	MIR	94	262	0	7
979	345	234	93	31	chr6	51713006	51713103	-28929147	+	MIRb	SINE	MIR	27	129	-139	7
979	24	53	0	0	chr6	51714697	51714735	-28927515	+	AT_rich	Low_complexity	Low_complexity	1	38	0	7
979	25	0	0	0	chr6	51714756	51714781	-28927469	+	AT_rich	Low_complexity	Low_complexity	1	25	0	1
979	207	347	8	25	chr6	51714950	51715003	-28927247	+	MER5B	DNA	MER1_type	27	79	-99	2
979	1875	186	63	0	chr6	51715003	51715368	-28926882	+	MLT1B	LTR	MaLR	1	388	-2	3
979	207	347	8	25	chr6	51715368	51715435	-28926815	+	MER5B	DNA	MER1_type	80	145	-33	2
979	785	163	142	18	chr6	51715436	51715605	-28926645	+	SINEC_b1	SINE	Lys	2	191	-3	4
979	2164	208	91	56	chr6	51715623	51715929	-28926321	+	L1MA9	LINE	L1	5643	5960	-352	5
979	1334	79	6	22	chr6	51715929	51716111	-28926139	+	SINEC_a1	SINE	Lys	1	179	0	6
979	2164	208	91	56	chr6	51716111	51716451	-28925799	+	L1MA9	LINE	L1	5961	6312	0	5
979	252	184	0	0	chr6	51716535	51716584	-28925666	+	T-rich	Low_complexity	Low_complexity	2	50	0	7
979	460	382	70	23	chr6	51716592	51716892	-28925358	-	L2	LINE	L2	-17	3361	3048	8
979	963	304	111	47	chr6	51717252	51717549	-28924701	-	MLT1K	LTR	MaLR	-7	584	268	9
979	898	194	50	5	chr6	51717549	51717751	-28924499	+	L1_Carn7	LINE	L1	6298	6508	0	1
979	963	304	111	47	chr6	51717751	51718002	-28924248	-	MLT1K	LTR	MaLR	-324	267	1	9
979	725	251	17	16	chr6	51718693	51718875	-28923375	+	SINEC_c1	SINE	Lys	3	175	-4	1
979	2384	235	53	59	chr6	51719022	51719980	-28922270	+	L1ME1	LINE	L1	5142	6087	-79	1
979	1188	233	88	3	chr6	51719980	51720311	-28921939	-	MLT1A0	LTR	MaLR	0	365	7	1
979	678	181	29	83	chr6	51720362	51720505	-28921745	-	L1_Carn3	LINE	L1	-80	6357	6222	1
979	1990	131	52	34	chr6	51720505	51720719	-28921531	+	L1_Canid	LINE	L1	6055	6273	-178	1
979	1304	106	0	0	chr6	51720719	51720898	-28921352	+	SINEC_a2	SINE	Lys	1	179	0	1
979	1990	131	52	34	chr6	51720898	51721071	-28921179	+	L1_Canid	LINE	L1	6274	6449	-2	1
979	678	181	29	83	chr6	51721071	51721132	-28921118	-	L1_Carn3	LINE	L1	-216	6221	6164	1
979	234	214	29	0	chr6	51721133	51721203	-28921047	+	L1MA10	LINE	L1	6262	6333	-1	1
979	21	0	0	0	chr6	51721209	51721230	-28921020	+	AT_rich	Low_complexity	Low_complexity	1	21	0	1
979	606	216	52	0	chr6	51721230	51721346	-28920904	+	SINEC_c1	SINE	Lys	3	124	-85	1
979	225	274	73	10	chr6	51721940	51722036	-28920214	+	L1ME4a	LINE	L1	5992	6093	-28	2
979	225	336	108	9	chr6	51722078	51722189	-28920061	+	L3b	LINE	CR1	4381	4502	-6	2
979	360	317	25	8	chr6	51722192	51722313	-28919937	-	MER5B	DNA	MER1_type	-7	171	49	2
979	1011	127	24	6	chr6	51722432	51722598	-28919652	-	SINEC_a1	SINE	Lys	-9	170	2	2
979	215	228	106	71	chr6	51722889	51722974	-28919276	+	L3	LINE	CR1	3925	4012	-490	2
979	337	362	8	0	chr6	51722995	51723122	-28919128	+	ERVL-E	LTR	ERVL	4916	5043	-624	2
979	27	49	0	0	chr6	51724176	51724217	-28918033	+	AT_rich	Low_complexity	Low_complexity	1	41	0	2
979	1426	78	0	0	chr6	51724417	51724596	-28917654	-	SINEC_a2	SINE	Lys	0	179	1	2
979	3601	201	39	40	chr6	51725112	51725755	-28916495	+	L1MA9	LINE	L1	5255	5765	-547	2
979	605	93	7	44	chr6	51725755	51725890	-28916360	+	(TA)n	Simple_repeat	Simple_repeat	1	130	0	2
979	3601	208	40	64	chr6	51725890	51726450	-28915800	+	L1MA9	LINE	L1	5766	6312	0	2
979	574	360	86	31	chr6	51726513	51726957	-28915293	+	L3	LINE	CR1	3719	4186	-316	3
979	275	348	154	6	chr6	51727896	51728078	-28914172	+	L3	LINE	CR1	4293	4501	-1	3
979	571	282	102	15	chr6	51729447	51729652	-28912598	-	MIRb	SINE	MIR	-44	224	2	3
979	366	301	154	37	chr6	51730100	51730424	-28911826	+	L1ME4a	LINE	L1	5480	5841	-280	3
979	289	297	0	0	chr6	51731240	51731314	-28910936	-	MLT1H	LTR	MaLR	-267	282	209	3
979	417	289	44	7	chr6	51731348	51731484	-28910766	-	MLT1H	LTR	MaLR	-406	143	3	3
979	21	0	0	0	chr6	51731934	51731955	-28910295	+	AT_rich	Low_complexity	Low_complexity	1	21	0	3
979	1115	141	98	10	chr6	51732188	51732382	-28909868	+	SINEC_c2	SINE	Lys	2	212	0	3
979	234	348	108	22	chr6	51733724	51733909	-28908341	-	L2	LINE	L2	-13	3406	3206	3
979	228	250	0	0	chr6	51734194	51734242	-28908008	+	A-rich	Low_complexity	Low_complexity	4	51	0	3
979	604	219	42	31	chr6	51734669	51734923	-28907327	-	LTR37A	LTR	ERV1	-4	464	199	3
979	690	167	48	14	chr6	51735623	51735769	-28906481	+	SINEC_a1	SINE	Lys	1	151	-28	3
979	180	0	0	0	chr6	51735769	51735789	-28906461	+	(TAA)n	Simple_repeat	Simple_repeat	2	21	0	4
979	24	32	0	0	chr6	51736019	51736050	-28906200	+	AT_rich	Low_complexity	Low_complexity	1	31	0	4
979	361	347	111	19	chr6	51736062	51736332	-28905918	-	L2	LINE	L2	-454	2860	2566	4
979	320	311	32	40	chr6	51736340	51736464	-28905786	-	MIR	SINE	MIR	-7	255	133	4
979	615	218	35	23	chr6	51736588	51736762	-28905488	-	MER93a	LTR	ERV1	0	402	227	4
979	1375	54	0	41	chr6	51736885	51737079	-28905171	+	SINEC_Cf	SINE	Lys	1	186	-3	4
979	203	149	0	41	chr6	51737081	51737130	-28905120	+	(TAAAAA)n	Simple_repeat	Simple_repeat	6	52	0	4
979	1198	126	38	0	chr6	51737852	51738035	-28904215	-	SINEC_b2	SINE	Lys	-3	191	2	4
979	318	336	115	19	chr6	51738797	51739006	-28903244	+	MIRb	SINE	MIR	17	245	-23	4
979	482	296	190	32	chr6	51740377	51740782	-28901468	-	MLT1J	LTR	MaLR	-42	469	1	4
979	1675	273	44	16	chr6	51741914	51742413	-28899837	+	MLT1F	LTR	MaLR	1	513	-29	5
979	189	256	0	23	chr6	51743203	51743247	-28899003	+	MIR	SINE	MIR	77	119	-143	5
979	24	32	0	0	chr6	51743308	51743339	-28898911	+	AT_rich	Low_complexity	Low_complexity	1	31	0	5
979	23	0	0	0	chr6	51743575	51743598	-28898652	+	AT_rich	Low_complexity	Low_complexity	1	23	0	5
979	237	77	0	88	chr6	51744017	51744074	-28898176	+	L1_Carn3	LINE	L1	6374	6425	-12	5
979	225	0	0	0	chr6	51744647	51744672	-28897578	+	(T)n	Simple_repeat	Simple_repeat	1	25	0	5
979	2783	167	10	6	chr6	51745780	51746275	-28895975	-	L1MC1	LINE	L1	0	6333	5837	5
979	210	327	42	23	chr6	51746484	51746591	-28895659	+	MIRm	SINE	MIR	3	122	-146	5
979	30	27	0	0	chr6	51746591	51746628	-28895622	+	AT_rich	Low_complexity	Low_complexity	1	37	0	5
979	869	152	8	1	chr6	51746779	51746945	-28895305	+	SINEC_a2	SINE	Lys	1	178	-31	5
979	213	39	0	0	chr6	51746945	51746971	-28895279	+	(TAAA)n	Simple_repeat	Simple_repeat	4	29	0	6
979	416	291	71	6	chr6	51746971	51746987	-28895263	+	SINEC_c1	SINE	Lys	179	195	-14	6
979	1435	17	0	22	chr6	51747150	51747334	-28894916	+	(GAA)n	Simple_repeat	Simple_repeat	1	180	0	6
979	1445	22	33	22	chr6	51747783	51747966	-28894284	+	SINEC_Cf	SINE	Lys	1	185	-4	6
979	1125	107	5	53	chr6	51749125	51749313	-28892937	+	SINEC_a1	SINE	Lys	1	179	0	6
979	252	86	0	0	chr6	51749494	51749529	-28892721	+	(TTTC)n	Simple_repeat	Simple_repeat	3	37	0	6
979	212	294	106	98	chr6	51751237	51751369	-28890881	+	MIRb	SINE	MIR	18	150	-118	6
979	953	167	103	0	chr6	51752098	51752243	-28890007	+	SINEC_b2	SINE	Lys	2	162	-32	6
979	261	0	0	0	chr6	51752243	51752272	-28889978	+	(TC)n	Simple_repeat	Simple_repeat	1	29	0	6
979	953	167	103	0	chr6	51752272	51752300	-28889950	+	SINEC_b2	SINE	Lys	163	193	-1	6
979	587	201	101	0	chr6	51752447	51752586	-28889664	+	L1ME3A	LINE	L1	6018	6170	0	6
979	2086	227	44	35	chr6	51752644	51753175	-28889075	-	MLT1E	LTR	MaLR	0	593	43	7
979	21	0	0	0	chr6	51753640	51753661	-28888589	+	AT_rich	Low_complexity	Low_complexity	1	21	0	7
979	1401	123	24	5	chr6	51753999	51754212	-28888038	+	MLT2B4	LTR	ERVL	3	219	-337	7
979	396	132	26	38	chr6	51754215	51754321	-28887929	+	MLT2B4	LTR	ERVL	448	567	0	7
979	1217	95	0	72	chr6	51754653	51754807	-28887443	+	SINEC_a2	SINE	Lys	1	144	-35	7
979	189	0	0	0	chr6	51754807	51754828	-28887422	+	(TG)n	Simple_repeat	Simple_repeat	2	22	0	7
979	1217	95	0	72	chr6	51754828	51754866	-28887384	+	SINEC_a2	SINE	Lys	145	179	0	7
979	1173	266	114	16	chr6	51755188	51755659	-28886591	+	MLT1F2	LTR	MaLR	28	556	-6	7
979	489	293	53	39	chr6	51755881	51756087	-28886163	-	MIRb	SINE	MIR	-9	259	51	7
979	194	0	39	0	chr6	51756123	51756149	-28886101	+	(TTTTC)n	Simple_repeat	Simple_repeat	2	28	0	7
979	845	194	0	6	chr6	51756165	51756346	-28885904	+	CT-rich	Low_complexity	Low_complexity	1	180	0	7
979	935	208	0	6	chr6	51756347	51756526	-28885724	-	SINEC_c2	SINE	Lys	-34	178	1	7
979	23	0	0	0	chr6	51757193	51757216	-28885034	+	AT_rich	Low_complexity	Low_complexity	1	23	0	8
979	3318	171	176	48	chr6	51757221	51758093	-28884157	+	L1MC3	LINE	L1	6796	7778	-7	8
979	940	169	58	42	chr6	51758099	51758290	-28883960	+	SINEC_c1	SINE	Lys	1	194	-15	8
979	265	82	40	27	chr6	51758290	51758360	-28883890	+	(TAA)n	Simple_repeat	Simple_repeat	2	77	0	8
979	51	0	0	0	chr6	51758360	51758411	-28883839	+	AT_rich	Low_complexity	Low_complexity	1	51	0	8
979	1433	268	40	57	chr6	51759173	51759469	-28882781	-	MER110	LTR	ERV1	0	491	199	8
979	252	0	0	0	chr6	51759469	51759497	-28882753	+	(TTTG)n	Simple_repeat	Simple_repeat	2	29	0	8
979	823	143	136	0	chr6	51759505	51759547	-28882703	-	SINEC_b2	SINE	Lys	-18	176	128	8
979	297	0	0	0	chr6	51759547	51759580	-28882670	+	(GA)n	Simple_repeat	Simple_repeat	2	34	0	8
979	823	143	136	0	chr6	51759580	51759691	-28882559	-	SINEC_b2	SINE	Lys	-67	127	2	8
979	1433	268	40	57	chr6	51759691	51759856	-28882394	-	MER110	LTR	ERV1	-301	190	29	8
979	249	262	16	0	chr6	51759856	51759917	-28882333	-	MER110	LTR	ERV1	-429	62	1	8
979	1866	238	112	32	chr6	51759922	51760457	-28881793	+	MLT1E	LTR	MaLR	10	587	-6	8
979	3321	291	46	50	chr6	51760552	51761941	-28880309	-	MER110-int	LTR	ERV1	-25	4622	3239	9
979	1389	50	33	16	chr6	51762649	51762831	-28879419	+	SINEC_Cf	SINE	Lys	1	185	-4	9
979	1685	206	134	50	chr6	51763088	51763414	-28878836	+	MLT1D	LTR	MaLR	1	355	-150	9
979	1031	153	4	121	chr6	51763414	51763645	-28878605	-	SINEC_c2	SINE	Lys	-8	204	1	9
979	1685	206	134	50	chr6	51763645	51763782	-28878468	+	MLT1D	LTR	MaLR	356	503	-2	9
979	302	325	46	31	chr6	51764111	51764241	-28878009	+	HAL1	LINE	L1	528	659	-1848	9
979	871	64	40	0	chr6	51764274	51764399	-28877851	+	L1_Canis1	LINE	L1	6290	6419	-6	9
979	356	281	103	64	chr6	51764401	51764557	-28877693	+	HAL1	LINE	L1	832	993	-1514	9
979	378	319	81	52	chr6	51764571	51764819	-28877431	+	HAL1	LINE	L1	938	1192	-1315	9
979	557	323	117	24	chr6	51764870	51765168	-28877082	+	MLT1I	LTR	MaLR	71	396	-13	9
979	279	0	0	0	chr6	51765228	51765259	-28876991	+	(CA)n	Simple_repeat	Simple_repeat	2	32	0	9
979	22	0	0	0	chr6	51765268	51765290	-28876960	+	AT_rich	Low_complexity	Low_complexity	1	22	0	9
979	311	303	120	66	chr6	51765452	51765785	-28876465	+	L1MC4a	LINE	L1	5511	5853	-1955	9
979	1096	98	18	0	chr6	51765785	51765949	-28876301	+	SINEC_a2	SINE	Lys	1	167	-12	1
979	243	305	128	104	chr6	51765949	51766037	-28876213	+	L1MC4a	LINE	L1	5854	5943	-1865	9
979	1186	125	6	11	chr6	51766409	51766587	-28875663	-	SINEC_a1	SINE	Lys	-2	177	1	1
979	1495	43	11	21	chr6	51767688	51767879	-28874371	-	SINEC_Cf	SINE	Lys	0	189	1	1
979	306	50	0	0	chr6	51768386	51768426	-28873824	+	(CA)n	Simple_repeat	Simple_repeat	2	41	0	1
979	595	263	96	90	chr6	51769120	51769290	-28872960	-	LTR41	LTR	ERVL	-6	767	596	1
979	1148	171	5	10	chr6	51769290	51769485	-28872765	+	SINEC_b1	SINE	Lys	1	194	0	1
979	595	263	96	90	chr6	51769485	51769636	-28872614	-	LTR41	LTR	ERVL	-178	595	444	1
979	662	287	137	4	chr6	51769703	51769965	-28872285	-	LTR41	LTR	ERVL	-466	307	11	1
979	193	0	162	0	chr6	51771714	51771751	-28870499	+	T-rich	Low_complexity	Low_complexity	3	45	0	1
979	869	195	129	5	chr6	51771751	51771937	-28870313	-	SINEC_c1	SINE	Lys	0	209	1	1
979	968	250	98	47	chr6	51772262	51772654	-28869596	+	MLT1C	LTR	MaLR	6	389	-1	1
979	396	343	67	39	chr6	51773195	51773374	-28868876	+	L2	LINE	L2	3179	3362	-16	1
980	2295	210	62	11	chr6	51774151	51774686	-28867564	+	MLT1F2	LTR	MaLR	1	562	0	1
980	1316	58	0	55	chr6	51774715	51774896	-28867354	+	SINEC_a2	SINE	Lys	1	171	-8	1
980	203	366	56	80	chr6	51776689	51777152	-28865098	+	L2	LINE	L2	2919	3370	-8	1
980	2108	146	26	180	chr6	51777506	51778000	-28864250	-	Tigger5b	DNA	MER2_type	0	418	1	1
980	1105	97	60	12	chr6	51778052	51778219	-28864031	+	SINEC_a2	SINE	Lys	1	175	-4	1
980	216	135	0	0	chr6	51778220	51778257	-28863993	+	(GA)n	Simple_repeat	Simple_repeat	2	38	0	1
980	234	0	0	0	chr6	51778492	51778518	-28863732	+	(CAA)n	Simple_repeat	Simple_repeat	2	27	0	1
980	285	326	11	0	chr6	51778915	51779004	-28863246	+	L2	LINE	L2	3330	3419	0	1
980	585	174	76	25	chr6	51779021	51779139	-28863111	+	SINEC_c1	SINE	Lys	1	124	-85	1
980	21	57	0	0	chr6	51779595	51779630	-28862620	+	AT_rich	Low_complexity	Low_complexity	1	35	0	1
980	882	145	25	0	chr6	51779692	51779851	-28862399	+	SINEC_b1	SINE	Lys	1	163	-31	1
980	207	0	0	0	chr6	51779865	51779888	-28862362	+	(TAAA)n	Simple_repeat	Simple_repeat	2	24	0	1
980	407	256	77	52	chr6	51779888	51779908	-28862342	+	SINEC_Fc2	SINE	Lys	180	199	-26	1
980	349	281	157	50	chr6	51779917	51780217	-28862033	-	L1ME3B	LINE	L1	-96	7004	6673	1
980	689	96	8	7	chr6	51780223	51780340	-28861910	+	SINEC_Cf3	SINE	Lys	1	118	-76	1
980	252	77	0	0	chr6	51780376	51780415	-28861835	+	(TTAA)n	Simple_repeat	Simple_repeat	3	41	0	1
980	811	183	6	12	chr6	51780621	51780787	-28861463	+	SINEC_b2	SINE	Lys	1	165	-29	1
980	288	0	0	0	chr6	51780796	51780828	-28861422	+	(TGAA)n	Simple_repeat	Simple_repeat	3	34	0	1
980	516	73	15	0	chr6	51780937	51781005	-28861245	-	U4	snRNA	snRNA	-76	69	1	1
980	4050	263	98	54	chr6	51781006	51782727	-28859523	-	L1ME3B	LINE	L1	-698	6402	4606	1
980	1326	84	0	33	chr6	51782727	51782911	-28859339	+	SINEC_a2	SINE	Lys	1	178	-1	1
980	4050	258	102	58	chr6	51782911	51783393	-28858857	-	L1ME3B	LINE	L1	-2401	4605	4103	1
980	2543	255	145	21	chr6	51783489	51784478	-28857772	+	BLACKJACK	DNA	AcHobo	146	1256	-1688	1
980	978	156	69	0	chr6	51784484	51784644	-28857606	+	SINEC_a2	SINE	Lys	7	177	-2	1
980	674	203	68	8	chr6	51784653	51784887	-28857363	+	BLACKJACK	DNA	AcHobo	1244	1491	-1453	1
980	24	67	0	0	chr6	51784946	51784991	-28857259	+	AT_rich	Low_complexity	Low_complexity	1	45	0	1
980	347	149	17	110	chr6	51785061	51785234	-28857016	+	(TTATA)n	Simple_repeat	Simple_repeat	2	158	0	1
980	707	250	26	26	chr6	51785238	51785464	-28856786	-	L1ME3B	LINE	L1	-3493	3513	3288	1
980	475	264	93	30	chr6	51785574	51785906	-28856344	-	L1ME3B	LINE	L1	-3878	3148	2796	1
980	241	233	60	0	chr6	51785953	51786099	-28856151	+	(TA)n	Simple_repeat	Simple_repeat	1	154	0	1
980	746	290	52	53	chr6	51786120	51786653	-28855597	-	L1ME3B	LINE	L1	-4356	2670	1982	1
980	183	391	43	21	chr6	51786749	51786843	-28855407	-	L2	LINE	L2	-532	2782	2687	1
980	914	155	34	62	chr6	51786843	51787022	-28855228	+	SINEC_b2	SINE	Lys	1	174	-20	1
980	1225	334	66	62	chr6	51787049	51787888	-28854362	-	L2	LINE	L2	-652	2662	1821	1
980	1384	73	6	11	chr6	51788003	51788184	-28854066	+	SINEC_Cf3	SINE	Lys	1	180	0	1
980	1453	56	6	0	chr6	51788197	51788375	-28853875	+	SINEC_a2	SINE	Lys	1	179	0	1
980	184	283	0	0	chr6	51788436	51788482	-28853768	+	L2	LINE	L2	3374	3419	0	1
980	188	111	0	27	chr6	51788491	51788528	-28853722	+	(TTAA)n	Simple_repeat	Simple_repeat	3	38	0	1
980	2636	160	65	29	chr6	51788614	51788690	-28853560	+	L1M2	LINE	L1	3358	3436	-2704	1
980	1340	28	11	38	chr6	51788690	51788857	-28853393	+	SINEC_Cf3	SINE	Lys	1	164	-16	1
980	207	0	0	0	chr6	51788857	51788880	-28853370	+	(TAAAA)n	Simple_repeat	Simple_repeat	3	25	0	1
980	1340	28	11	38	chr6	51788880	51788897	-28853353	+	SINEC_Cf3	SINE	Lys	165	180	0	1
980	2636	177	71	23	chr6	51788897	51789565	-28852685	+	L1M2	LINE	L1	3437	4903	-1240	1
980	442	220	0	24	chr6	51789555	51789653	-28852597	-	SINEC_c2	SINE	Lys	-26	86	1	1
980	1023	133	19	92	chr6	51789977	51790184	-28852066	+	SINEC_b2	SINE	Lys	1	192	-2	1
980	297	367	28	40	chr6	51790637	51790757	-28851493	+	MIRb	SINE	MIR	24	134	-128	1
980	198	0	0	0	chr6	51790757	51790779	-28851471	+	(TAAA)n	Simple_repeat	Simple_repeat	2	23	0	1
980	297	367	28	40	chr6	51790779	51790903	-28851347	+	MIRb	SINE	MIR	135	248	-14	1
980	1184	123	0	0	chr6	51790966	51791136	-28851114	+	SINEC_a1	SINE	Lys	1	170	-9	1
980	815	18	17	17	chr6	51791137	51791252	-28850998	+	(GAAA)n	Simple_repeat	Simple_repeat	2	116	0	1
980	22	70	0	0	chr6	51791484	51791527	-28850723	+	AT_rich	Low_complexity	Low_complexity	1	43	0	1
980	251	391	24	67	chr6	51792769	51793061	-28849189	+	L2	LINE	L2	2620	2900	-414	1
980	1096	104	17	44	chr6	51793061	51793242	-28849008	-	SINEC_a2	SINE	Lys	-3	176	1	1
980	251	342	79	25	chr6	51793242	51793413	-28848837	+	L2	LINE	L2	2901	3180	-198	1
